[2026-06-20 17:27:49.771] [INFO] Logger initialized
[2026-06-20 17:27:49.772] [EVT.ECO] Ecosystem created: 200x150, seed=42
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4752,3902)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4911,4118)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4697,3929)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4813,4016)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4795,3983)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2039,3151)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4745,3961)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2124,3156)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2104,3151)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4761,3920)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2011,3169)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4885,4043)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4887,3890)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2092,3162)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Pine at (4214,1611)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4781,3946)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4627,4002)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Pine at (4272,1464)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2144,3146)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2003,3145)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2035,3187)
[2026-06-20 17:28:08.167] [EVT.SPAWN] PineTree at (2085,3246)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Pine at (4398,1497)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Pine at (4179,1415)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Plant at (742,147)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4811,3914)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Pine at (4264,1502)
[2026-06-20 17:28:08.167] [EVT.SPAWN] Moss at (4815,3944)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1157,2561)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1128,2693)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1098,2657)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1169,2853)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1152,2813)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1019,2559)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (597,2463)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (567,2429)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Plant at (721,155)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (520,2639)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (623,2542)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (618,2562)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (455,2579)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (575,2596)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1117,2848)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1048,2543)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (590,2515)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (566,2476)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (496,2568)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1302,2787)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1203,2833)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1073,2762)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (680,2464)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (985,2518)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (612,2632)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (630,2716)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1046,2654)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1321,2690)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1098,2710)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1115,2826)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1074,2574)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1074,2695)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1144,2650)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1107,2627)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1019,2741)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1113,2632)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1019,2566)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1128,2668)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (926,2728)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1038,2767)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1070,2518)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1159,2716)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1037,2723)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1012,2744)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1044,2670)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1097,2918)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1141,2658)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1023,2789)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1005,2687)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1141,2580)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1213,2759)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1015,2532)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1035,2768)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (947,2547)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1225,2544)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1141,2701)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1086,2737)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1181,2777)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1012,2650)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1180,2665)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1277,2750)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1141,2715)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (985,2966)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1000,2633)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1012,2579)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1131,2683)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1212,2798)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1043,2747)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1035,2618)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (4113,1511)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Grass at (585,2468)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (964,2715)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1077,2741)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1184,2651)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1127,2509)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1039,2514)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1058,2872)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1084,2745)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1135,2780)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1069,2640)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1103,2583)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1092,2664)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1014,2807)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1273,2703)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1176,2590)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1130,2481)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (930,2708)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1025,2652)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1066,2602)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1131,2636)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1142,2615)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1118,2553)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1119,2669)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1120,2626)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1028,2767)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1057,2615)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1140,2675)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1070,2746)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1296,2679)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1153,2658)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1076,2592)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1247,2655)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (946,2790)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1170,2573)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1148,2656)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (969,2757)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1077,2674)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1107,2641)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1151,2622)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1077,2553)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (990,2660)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1115,2560)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1081,2593)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1106,2542)
[2026-06-20 17:28:08.168] [EVT.SPAWN] Pine at (1019,2799)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1127,2720)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1059,2623)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1144,2642)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1156,2704)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1241,2786)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1164,2680)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1067,2539)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1139,2684)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1122,2849)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1008,2685)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1034,2756)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1113,2678)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1081,2540)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1266,2772)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1102,2844)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1066,2752)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1102,2626)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1240,2662)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1096,2788)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1076,2630)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (993,2532)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1104,2752)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1209,2644)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1069,2718)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1115,2692)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1143,2741)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1230,2662)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1174,2579)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1055,2773)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1057,2747)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1070,2600)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (981,2690)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1063,2750)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1045,2550)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1068,2652)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1074,2606)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1132,2521)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1021,2885)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1142,2641)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1130,2691)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1040,2744)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1111,2756)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (969,2626)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1024,2774)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1196,2673)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1132,2758)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1035,2826)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (948,2635)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1104,2658)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1077,2623)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1123,2698)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1129,2744)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1122,2768)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1151,2660)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Grass at (1814,1732)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1152,2644)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3413,2366)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1074,2592)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1225,2775)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Mushroom at (5130,2647)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1026,2643)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (973,2673)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1030,2744)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1172,2805)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3427,2300)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1204,2647)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1186,2609)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Pine at (1065,2675)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3457,2290)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3542,2297)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3510,2314)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3481,2212)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3548,2359)
[2026-06-20 17:28:08.169] [EVT.SPAWN] BerryBush at (3341,2344)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1650,940)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1751,843)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1873,841)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Plant at (1210,656)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1805,891)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1792,849)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Plant at (1315,688)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1891,875)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1789,885)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Plant at (1346,652)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1697,942)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Plant at (1277,647)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Bush at (1862,889)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4756,4063)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Plant at (1264,753)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Mushroom at (4933,2527)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4749,4102)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4883,4041)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4821,3953)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Mushroom at (5000,2602)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4792,4085)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4814,3893)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4639,3988)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Cactus at (5788,3219)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4935,4132)
[2026-06-20 17:28:08.169] [EVT.SPAWN] Moss at (4775,4024)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4815,4032)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4860,3878)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4892,4012)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4757,3927)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4727,4020)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1177,2569)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Algae at (1126,3237)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4801,4036)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4693,3968)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4817,3989)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4777,4160)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (4195,1510)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4794,3939)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1162,2647)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4724,3831)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1091,2741)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1139,2778)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1004,2741)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4716,3888)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1126,2725)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1081,2576)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1108,2615)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1245,2585)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1094,2738)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1122,2798)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1172,2553)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1003,2775)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1192,2729)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1158,2561)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (909,2723)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (983,2619)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1137,2515)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1079,2649)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1056,2777)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (914,2701)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1083,2539)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1029,2618)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1113,2713)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1222,2775)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1012,2621)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (915,3099)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1010,2663)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (4260,1509)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1142,2624)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (991,2770)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1139,2770)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1293,2772)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1139,2740)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1009,2620)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1063,2796)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1106,2815)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1246,2672)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1207,2587)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1069,2577)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (949,2775)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1111,2533)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1017,2639)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1185,2698)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1092,2574)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1056,2527)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1019,2807)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1194,2575)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1128,2782)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1132,2682)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1163,2726)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1078,2776)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1093,2647)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4780,4022)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1097,2639)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1060,2791)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1095,2516)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1112,2795)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1086,2620)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1255,2695)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (986,2710)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1046,2745)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1021,2731)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1109,2737)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1034,2577)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1127,2610)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1021,2643)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1155,2636)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1179,2724)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1089,2526)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (960,2672)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1260,2682)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1062,2656)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1095,2805)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1133,2581)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1202,2822)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1057,2735)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1144,2670)
[2026-06-20 17:28:08.170] [EVT.SPAWN] PineTree at (2068,3189)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (947,3056)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4790,4013)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (908,3038)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (968,3024)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1017,2828)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1058,2667)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Moss at (4890,4029)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1265,2578)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1107,2528)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Pine at (1126,2585)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (890,590)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (962,3002)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Plant at (2427,4278)
[2026-06-20 17:28:08.170] [EVT.SPAWN] Grass at (1014,2975)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Plant at (2199,4327)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Pine at (4110,1464)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Plant at (2285,4134)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Pine at (1194,2752)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Pine at (1109,2581)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Pine at (1196,2813)
[2026-06-20 17:28:08.171] [EVT.SPAWN] Grass at (625,2607)
