[2026-06-20 16:21:57.080] [INFO] Logger initialized
[2026-06-20 16:21:57.081] [EVT.ECO] Ecosystem created: 200x150, seed=42
[2026-06-20 16:22:08.666] [EVT.SPAWN] Toadstool at (19,1420)
[2026-06-20 16:22:08.666] [EVT.SPAWN] Toadstool at (1891,3729)
[2026-06-20 16:22:08.666] [EVT.SPAWN] Toadstool at (2064,3841)
[2026-06-20 16:22:08.666] [EVT.SPAWN] Flowers at (114,1654)
[2026-06-20 16:22:08.666] [EVT.SPAWN] BerryBush at (2465,701)
[2026-06-20 16:22:08.666] [EVT.SPAWN] Flowers at (3547,3263)
[2026-06-20 16:22:08.666] [EVT.SPAWN] Flowers at (89,1758)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (2499,761)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (3473,3082)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (2518,676)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (4179,2157)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (105,1367)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (113,1461)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (150,1334)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (128,1277)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (172,1343)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (1944,3760)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (1990,3673)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (826,2288)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Mushroom at (921,1804)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Mushroom at (858,1945)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (769,2405)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (2366,735)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (3543,3160)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (110,1502)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (77,1447)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (106,1522)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (187,1312)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (2376,3581)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (4266,2083)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (1954,3681)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (3491,3091)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (2579,748)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (827,2194)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Mushroom at (973,1894)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (1931,3833)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (1939,3647)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (5020,1836)
[2026-06-20 16:22:08.667] [EVT.SPAWN] GrassTuft at (1268,3823)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (2502,785)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (3481,3075)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (1911,3678)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Flowers at (788,2260)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Mushroom at (894,1911)
[2026-06-20 16:22:08.667] [EVT.SPAWN] Toadstool at (4102,2059)
[2026-06-20 16:22:08.667] [EVT.SPAWN] BerryBush at (2544,644)
[2026-06-20 16:22:08.680] [EVT.SPAWN] Mushroom at (910,1891)
[2026-06-20 16:22:08.680] [EVT.SPAWN] Toadstool at (4182,2119)
[2026-06-20 16:22:08.680] [EVT.SPAWN] Toadstool at (2432,3569)
[2026-06-20 16:22:08.680] [EVT.SPAWN] Mushroom at (1614,2444)
[2026-06-20 16:22:08.766] [EVT.SPAWN] Toadstool at (1962,3644)
[2026-06-20 16:22:08.766] [EVT.SPAWN] Toadstool at (2023,3724)
[2026-06-20 16:22:08.766] [EVT.SPAWN] Toadstool at (1973,3784)
[2026-06-20 16:22:08.766] [EVT.SPAWN] Pine at (1015,405)
[2026-06-20 16:22:08.766] [EVT.SPAWN] Toadstool at (2030,3791)
[2026-06-20 16:22:08.766] [EVT.SPAWN] BerryBush at (2466,744)
[2026-06-20 16:22:08.766] [EVT.SPAWN] BerryBush at (2554,836)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Flowers at (3514,3129)
[2026-06-20 16:22:08.767] [EVT.SPAWN] BerryBush at (5054,1810)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Toadstool at (2035,3727)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Toadstool at (2041,3852)
[2026-06-20 16:22:08.767] [EVT.SPAWN] BerryBush at (2546,729)
[2026-06-20 16:22:08.767] [EVT.SPAWN] BerryBush at (2534,761)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Toadstool at (2063,3709)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Flowers at (5039,1355)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Pine at (997,329)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Flowers at (5033,1473)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Toadstool at (2399,3496)
[2026-06-20 16:22:08.767] [EVT.SPAWN] Pine at (916,410)
[2026-06-20 16:22:08.783] [EVT.SPAWN] Mushroom at (4556,3894)
[2026-06-20 16:22:08.783] [EVT.SPAWN] Flowers at (3026,1862)
[2026-06-20 16:22:08.866] [EVT.SPAWN] Toadstool at (2107,3735)
[2026-06-20 16:22:08.866] [EVT.SPAWN] Toadstool at (92,1525)
[2026-06-20 16:22:08.866] [EVT.SPAWN] Pine at (969,458)
[2026-06-20 16:22:08.866] [EVT.SPAWN] Mushroom at (1622,2402)
[2026-06-20 16:22:08.866] [EVT.SPAWN] Mushroom at (4580,3837)
[2026-06-20 16:22:08.879] [EVT.DEATH] Flowers died at age 9,1s, energy 0,0
[2026-06-20 16:22:08.884] [EVT.SPAWN] Pine at (1258,2328)
[2026-06-20 16:22:08.967] [EVT.SPAWN] Pine at (1252,2308)
[2026-06-20 16:22:08.967] [EVT.SPAWN] Mushroom at (4599,3848)
[2026-06-20 16:22:08.967] [EVT.SPAWN] Pine at (1315,2281)
[2026-06-20 16:22:08.967] [EVT.SPAWN] Mushroom at (862,1942)
[2026-06-20 16:22:08.967] [EVT.SPAWN] Pine at (1297,2381)
[2026-06-20 16:22:08.970] [EVT.DEATH] Toadstool died at age 5,3s, energy 0,0
[2026-06-20 16:22:08.982] [EVT.SPAWN] Moss at (3339,1775)
[2026-06-20 16:22:08.982] [EVT.SPAWN] Mushroom at (907,2017)
[2026-06-20 16:22:09.066] [EVT.SPAWN] Toadstool at (4116,2097)
[2026-06-20 16:22:09.066] [EVT.SPAWN] Pine at (1297,2378)
[2026-06-20 16:22:09.066] [EVT.SPAWN] Plant at (1,3115)
[2026-06-20 16:22:09.066] [EVT.SPAWN] Toadstool at (1193,3167)
[2026-06-20 16:22:09.066] [EVT.SPAWN] Flowers at (422,2237)
[2026-06-20 16:22:09.083] [EVT.SPAWN] Mushroom at (1821,2629)
[2026-06-20 16:22:09.083] [EVT.SPAWN] BerryBush at (960,4437)
[2026-06-20 16:22:09.083] [EVT.SPAWN] GrassTuft at (1618,4064)
[2026-06-20 16:22:09.083] [EVT.SPAWN] Plant at (38,3200)
[2026-06-20 16:22:09.083] [EVT.SPAWN] Plant at (671,4327)
[2026-06-20 16:22:09.083] [EVT.SPAWN] Toadstool at (1197,3197)
[2026-06-20 16:22:09.083] [EVT.SPAWN] Cactus at (2558,1480)
[2026-06-20 16:22:09.166] [EVT.SPAWN] Plant at (25,3070)
[2026-06-20 16:22:09.166] [EVT.SPAWN] BerryBush at (973,4450)
[2026-06-20 16:22:09.166] [EVT.SPAWN] Plant at (28,3157)
[2026-06-20 16:22:09.166] [EVT.SPAWN] Toadstool at (4131,2023)
[2026-06-20 16:22:09.166] [EVT.SPAWN] BerryBush at (1019,4421)
[2026-06-20 16:22:09.167] [EVT.SPAWN] Cactus at (2511,1407)
[2026-06-20 16:22:09.167] [EVT.SPAWN] Plant at (52,3211)
[2026-06-20 16:22:09.167] [EVT.SPAWN] GrassTuft at (1664,4117)
[2026-06-20 16:22:09.167] [EVT.SPAWN] BerryBush at (918,4430)
[2026-06-20 16:22:09.167] [EVT.SPAWN] Plant at (1,3167)
[2026-06-20 16:22:09.184] [EVT.SPAWN] Plant at (108,1)
[2026-06-20 16:22:09.184] [EVT.SPAWN] Pine at (1238,4035)
[2026-06-20 16:22:09.184] [EVT.SPAWN] Flowers at (5736,3995)
[2026-06-20 16:22:09.184] [EVT.SPAWN] Flowers at (4419,2865)
[2026-06-20 16:22:09.184] [EVT.SPAWN] Flowers at (4491,1740)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Toadstool at (1891,3739)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Flowers at (4336,2875)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Plant at (1,3210)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Plant at (1,3197)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Flowers at (4291,2793)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Flowers at (4356,2755)
[2026-06-20 16:22:09.266] [EVT.SPAWN] BerryBush at (3369,937)
[2026-06-20 16:22:09.266] [EVT.SPAWN] Mushroom at (6021,3616)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Flowers at (3788,1938)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Mushroom at (2292,3733)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Flowers at (4440,2855)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Pine at (1298,4056)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Flowers at (4333,2804)
[2026-06-20 16:22:09.267] [EVT.SPAWN] BerryBush at (3331,849)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Mushroom at (6048,3704)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Toadstool at (3385,3368)
[2026-06-20 16:22:09.267] [EVT.SPAWN] Flowers at (4304,2753)
[2026-06-20 16:22:09.282] [EVT.DEATH] Mushroom died at age 9,5s, energy 0,0
[2026-06-20 16:22:09.287] [EVT.SPAWN] Flowers at (4096,3191)
[2026-06-20 16:22:09.287] [EVT.SPAWN] Flowers at (3831,2031)
[2026-06-20 16:22:09.287] [EVT.SPAWN] Mushroom at (5988,3663)
[2026-06-20 16:22:09.287] [EVT.SPAWN] Cactus at (6268,3698)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Plant at (533,2014)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4373,2894)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4356,2845)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4420,2845)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Toadstool at (2019,3849)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4139,3248)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Toadstool at (1939,3707)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4312,2853)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Toadstool at (2095,3719)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4094,3143)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (5722,3992)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Toadstool at (4103,2011)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Plant at (650,2061)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (3837,2024)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Flowers at (4119,3211)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Pine at (3122,1741)
[2026-06-20 16:22:09.367] [EVT.SPAWN] Plant at (562,2038)
[2026-06-20 16:22:09.386] [EVT.SPAWN] Moss at (471,774)
[2026-06-20 16:22:09.386] [EVT.SPAWN] Moss at (3967,2920)
[2026-06-20 16:22:09.386] [EVT.SPAWN] Moss at (993,4277)
[2026-06-20 16:22:09.386] [EVT.SPAWN] Plant at (551,1967)
[2026-06-20 16:22:09.466] [EVT.SPAWN] Toadstool at (2027,3747)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (525,1943)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (627,1922)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Moss at (3933,1886)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Toadstool at (4085,1978)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (539,2050)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (718,2061)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (630,2002)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Flowers at (1459,984)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Flowers at (4146,3188)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Flowers at (1480,1061)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Pine at (5287,2115)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (594,2014)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (627,2004)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Flowers at (4305,2793)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Flowers at (1526,1088)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (676,1994)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Plant at (698,2063)
[2026-06-20 16:22:09.467] [EVT.SPAWN] Flowers at (1448,960)
[2026-06-20 16:22:09.467] [EVT.DEATH] Cactus died at age 4,7s, energy 0,0
[2026-06-20 16:22:09.480] [EVT.SPAWN] Pine at (2344,361)
[2026-06-20 16:22:09.480] [EVT.SPAWN] Cactus at (248,4601)
[2026-06-20 16:22:09.480] [EVT.SPAWN] Flowers at (1415,968)
[2026-06-20 16:22:09.480] [EVT.SPAWN] Toadstool at (37,1423)
[2026-06-20 16:22:09.480] [EVT.SPAWN] Cactus at (3415,4570)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (154,1526)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (85,1415)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (188,1377)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (191,1473)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (148,1440)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (58,1404)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (239,1497)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (146,1456)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Flowers at (59,1775)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Plant at (589,2093)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Plant at (557,1975)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Plant at (725,1953)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Plant at (580,1951)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Flowers at (4449,2803)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (69,1319)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (65,1357)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (92,1579)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (37,1384)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (109,1351)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Moss at (3872,1916)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Pine at (3248,1831)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Flowers at (62,1658)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Flowers at (52,1774)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Plant at (634,2101)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Plant at (676,1927)
[2026-06-20 16:22:09.566] [EVT.SPAWN] Toadstool at (208,1449)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (120,1462)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Moss at (4,1790)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (104,1488)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (32,1427)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (179,1457)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (185,1384)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Cactus at (3408,4586)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (7,1412)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Flowers at (703,2427)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Pine at (2374,348)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (110,1319)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (147,1464)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (143,1380)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Flowers at (53,1769)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Moss at (3804,1902)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (200,1375)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (168,1542)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Flowers at (108,1724)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Cactus at (3428,4618)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Pine at (5330,2169)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Flowers at (703,2329)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Pine at (2330,340)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (112,1427)
[2026-06-20 16:22:09.567] [EVT.SPAWN] Toadstool at (99,1520)
[2026-06-20 16:22:09.580] [EVT.SPAWN] Flowers at (728,2386)
[2026-06-20 16:22:09.580] [EVT.SPAWN] Moss at (3959,1812)
[2026-06-20 16:22:09.580] [EVT.SPAWN] BerryBush at (1039,462)
[2026-06-20 16:22:09.580] [EVT.SPAWN] Flowers at (48,1809)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (49,1532)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (180,1290)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (117,1409)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (137,1504)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (1,1393)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (131,1424)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (199,1443)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (175,1446)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (69,1416)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (48,1438)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (177,1481)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (1966,1928)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Flowers at (144,1747)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Flowers at (3376,3104)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (1922,1913)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Flowers at (103,1682)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (1962,1877)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Flowers at (11,1794)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Flowers at (73,1681)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (244,1463)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (181,1471)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (36,1382)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (159,1315)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (172,1325)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (157,1448)
[2026-06-20 16:22:09.666] [EVT.SPAWN] Toadstool at (8,1402)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Flowers at (3435,3153)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Flowers at (98,1734)
[2026-06-20 16:22:09.667] [EVT.SPAWN] GrassTuft at (1550,667)
[2026-06-20 16:22:09.667] [EVT.SPAWN] GrassTuft at (1580,670)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (151,1451)
[2026-06-20 16:22:09.667] [EVT.SPAWN] BerryBush at (1060,474)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (129,1396)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (127,1309)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (121,1387)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (159,1347)
[2026-06-20 16:22:09.667] [EVT.SPAWN] BerryBush at (4987,1855)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Flowers at (54,1747)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Moss at (3984,1906)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (1932,1938)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Moss at (3916,1845)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (1980,1795)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Flowers at (39,1640)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Plant at (700,2006)
[2026-06-20 16:22:09.667] [EVT.SPAWN] BerryBush at (1010,557)
[2026-06-20 16:22:09.667] [EVT.SPAWN] GrassTuft at (1582,629)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Flowers at (3455,3112)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Pine at (5492,2731)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (1972,1928)
[2026-06-20 16:22:09.667] [EVT.SPAWN] BerryBush at (1006,497)
[2026-06-20 16:22:09.667] [EVT.SPAWN] GrassTuft at (1594,594)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Moss at (3946,1891)
[2026-06-20 16:22:09.667] [EVT.SPAWN] Toadstool at (2027,3803)
[2026-06-20 16:22:09.671] [EVT.DEATH] Pine died at age 7,9s, energy -0,3
[2026-06-20 16:22:09.681] [EVT.SPAWN] Toadstool at (1937,3764)
[2026-06-20 16:22:09.681] [EVT.SPAWN] Toadstool at (1995,1883)
[2026-06-20 16:22:09.681] [EVT.SPAWN] GrassTuft at (1566,596)
[2026-06-20 16:22:09.681] [EVT.SPAWN] BerryBush at (5062,1851)
[2026-06-20 16:22:09.681] [EVT.SPAWN] Pine at (5465,2847)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (104,1488)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (132,1282)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (1936,3638)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (2002,3792)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (1985,3688)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (1921,1910)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (1940,1975)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Flowers at (62,1581)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (2034,1896)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Plant at (630,2088)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Flowers at (81,1609)
[2026-06-20 16:22:09.766] [EVT.SPAWN] BerryBush at (4998,1883)
[2026-06-20 16:22:09.766] [EVT.SPAWN] Toadstool at (70,1512)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Cactus at (4628,2892)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (1999,3707)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2065,3777)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Flowers at (3490,3117)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2047,1942)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2031,1984)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2017,1875)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2076,1989)
[2026-06-20 16:22:09.767] [EVT.SPAWN] BerryBush at (5000,1833)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (1989,3786)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2045,3761)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2074,1976)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Flowers at (64,1674)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2001,3759)
[2026-06-20 16:22:09.767] [EVT.SPAWN] BerryBush at (5042,1781)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Flowers at (68,1711)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2001,1954)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Cactus at (4634,2997)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (1981,3853)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (1972,3671)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (1977,3760)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Cactus at (4622,2968)
[2026-06-20 16:22:09.767] [EVT.SPAWN] BerryBush at (5064,1775)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Flowers at (58,1753)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Flowers at (3518,3153)
[2026-06-20 16:22:09.767] [EVT.SPAWN] Toadstool at (2028,1953)
[2026-06-20 16:22:09.781] [EVT.SPAWN] Cactus at (4768,2925)
[2026-06-20 16:22:09.781] [EVT.SPAWN] Flowers at (3474,3152)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Pine at (967,389)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Toadstool at (2012,3724)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Toadstool at (1980,3826)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Toadstool at (2020,3632)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Toadstool at (1987,3864)
[2026-06-20 16:22:09.866] [EVT.SPAWN] BerryBush at (2387,751)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Flowers at (3480,3186)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Flowers at (3582,3160)
[2026-06-20 16:22:09.866] [EVT.SPAWN] BerryBush at (5068,1825)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Mushroom at (2302,3789)
[2026-06-20 16:22:09.866] [EVT.SPAWN] Mushroom at (2179,3818)
[2026-06-20 16:22:09.866] [EVT.SPAWN] BerryBush at (5046,1844)
[2026-06-20 16:22:09.866] [EVT.SPAWN] BerryBush at (4915,1801)
